EN2005a, length = 5415.23 s, percent_of_speech = 0.94, percent_of_noises = 0.58
noise: Telephone_61_4, start: 4435.0314 s end: 4442.6637 s, duration: 7.6324 s, snr: 4.57
noise: Telephone_74_2, start: 4470.9691 s end: 4474.6646 s, duration: 3.6955 s, snr: 5.16
noise: Telephone_472_0, start: 4472.5352 s end: 4476.1001 s, duration: 3.5649 s, snr: 1.78
noise: Squeak_280_4, start: 4476.5095 s end: 4482.2423 s, duration: 5.7328 s, snr: 2.96
noise: Telephone_416_0, start: 4491.3294 s end: 4542.1665 s, duration: 50.8371 s, snr: 8.91
noise: Knock_1669_4, start: 4492.3133 s end: 4496.7810 s, duration: 4.4677 s, snr: 3.13
noise: Knock_692_4, start: 4499.8674 s end: 4503.5934 s, duration: 3.7260 s, snr: 5.65
noise: Drawer_26_1, start: 4523.9378 s end: 4527.1123 s, duration: 3.1745 s, snr: 3.21
noise: Drawer_83_0, start: 4558.1463 s end: 4567.0323 s, duration: 8.8860 s, snr: -1.00
noise: Telephone_411_0, start: 4577.4083 s end: 4628.2501 s, duration: 50.8418 s, snr: 2.28
noise: Squeak_168_0, start: 4602.5106 s end: 4605.8961 s, duration: 3.3855 s, snr: 2.34
noise: Writing_197_0, start: 4651.5218 s end: 4672.8482 s, duration: 21.3264 s, snr: 5.36
noise: Telephone_742_3, start: 4662.6057 s end: 4693.1324 s, duration: 30.5267 s, snr: 7.13
noise: Babble_134_4, start: 4688.4890 s end: 4699.0279 s, duration: 10.5389 s, snr: 15.02
noise: Telephone_434_0, start: 4713.4577 s end: 4746.8463 s, duration: 33.3886 s, snr: 5.58
noise: Squeak_255_3, start: 4718.8919 s end: 4726.3854 s, duration: 7.4935 s, snr: 6.72
noise: Telephone_630_2, start: 4731.3412 s end: 4741.9253 s, duration: 10.5841 s, snr: 8.97
noise: Door_2044_2, start: 4734.7792 s end: 4738.3353 s, duration: 3.5561 s, snr: -0.90
noise: Telephone_444_2, start: 4743.3646 s end: 4776.7542 s, duration: 33.3896 s, snr: 7.21
noise: Telephone_150_0, start: 4771.9076 s end: 4778.2121 s, duration: 6.3045 s, snr: 4.32
noise: Telephone_725_2, start: 4782.2941 s end: 4809.9704 s, duration: 27.6764 s, snr: -0.33
noise: Telephone_596_4, start: 4786.3472 s end: 4794.0614 s, duration: 7.7142 s, snr: 4.53
noise: Telephone_311_2, start: 4793.7662 s end: 4798.7074 s, duration: 4.9411 s, snr: 8.90
noise: Telephone_156_4, start: 4815.6143 s end: 4822.0543 s, duration: 6.4400 s, snr: 0.89
noise: Computer_580_2, start: 4826.5075 s end: 4831.1974 s, duration: 4.6899 s, snr: 6.45
noise: Squeak_265_1, start: 4835.3011 s end: 4839.2346 s, duration: 3.9335 s, snr: 5.76
noise: Babble_132_0, start: 4840.1699 s end: 4850.7153 s, duration: 10.5454 s, snr: 13.80
noise: Street_91_1, start: 4852.7801 s end: 4858.3254 s, duration: 5.5454 s, snr: -1.00
noise: Squeak_164_0, start: 4868.9513 s end: 4872.5671 s, duration: 3.6157 s, snr: -1.00
noise: Writing_212_4, start: 4898.0525 s end: 4902.7203 s, duration: 4.6678 s, snr: 4.22
noise: Computer_638_1, start: 4916.7039 s end: 4920.3507 s, duration: 3.6469 s, snr: 2.89
noise: Scissors_25_1, start: 4940.4651 s end: 4944.0311 s, duration: 3.5660 s, snr: 0.57
noise: Signalization_140_2, start: 4949.3223 s end: 4964.8548 s, duration: 15.5325 s, snr: 6.85
noise: Drawer_97_3, start: 4951.5203 s end: 4955.1746 s, duration: 3.6543 s, snr: 8.20
noise: Babble_39_3, start: 4965.4727 s end: 4971.0052 s, duration: 5.5325 s, snr: 19.90
noise: Telephone_713_0, start: 4991.5947 s end: 4995.5454 s, duration: 3.9507 s, snr: -0.76
noise: Knock_1105_1, start: 5023.7199 s end: 5031.8362 s, duration: 8.1163 s, snr: 3.23
noise: Tool_3695_1, start: 5025.2275 s end: 5029.7599 s, duration: 4.5324 s, snr: 2.34
noise: Door_138_2, start: 5031.7200 s end: 5035.6704 s, duration: 3.9504 s, snr: 4.62
noise: Babble_146_2, start: 5041.6534 s end: 5052.1881 s, duration: 10.5346 s, snr: 19.20
noise: Writing_233_0, start: 5045.1339 s end: 5070.7611 s, duration: 25.6272 s, snr: 7.20
noise: Street_39_0, start: 5055.0973 s end: 5058.6331 s, duration: 3.5358 s, snr: 4.51
noise: Street_22_3, start: 5076.6536 s end: 5080.1887 s, duration: 3.5351 s, snr: 1.86
noise: Writing_106_0, start: 5078.0656 s end: 5087.9121 s, duration: 9.8465 s, snr: 2.04
noise: Scissors_42_3, start: 5153.2386 s end: 5156.8626 s, duration: 3.6240 s, snr: 8.22
noise: Knock_1692_3, start: 5164.5827 s end: 5168.1497 s, duration: 3.5670 s, snr: 2.97
noise: Scissors_78_2, start: 5167.2729 s end: 5196.1795 s, duration: 28.9066 s, snr: 4.04
noise: Telephone_732_3, start: 5180.5789 s end: 5208.2491 s, duration: 27.6703 s, snr: 5.49
noise: Telephone_47_4, start: 5187.4155 s end: 5190.4708 s, duration: 3.0553 s, snr: 5.12
noise: Scissors_56_1, start: 5206.1228 s end: 5211.4981 s, duration: 5.3753 s, snr: 5.67
noise: Squeak_120_0, start: 5217.1985 s end: 5223.2250 s, duration: 6.0265 s, snr: 5.90
noise: Computer_110_0, start: 5223.2583 s end: 5228.3244 s, duration: 5.0661 s, snr: 3.59
noise: Telephone_736_2, start: 5248.6559 s end: 5276.3323 s, duration: 27.6764 s, snr: 2.95
noise: Computer_361_3, start: 5262.8763 s end: 5292.3094 s, duration: 29.4331 s, snr: 5.74
noise: Street_34_3, start: 5270.7013 s end: 5274.2381 s, duration: 3.5367 s, snr: 7.19
noise: Scissors_22_3, start: 5295.4701 s end: 5305.3361 s, duration: 9.8660 s, snr: 3.28
noise: Telephone_177_4, start: 5305.7831 s end: 5315.5759 s, duration: 9.7928 s, snr: 5.93
noise: Door_336_2, start: 5319.9151 s end: 5325.5383 s, duration: 5.6232 s, snr: 6.06
noise: Tool_3889_1, start: 5357.5926 s end: 5362.1249 s, duration: 4.5324 s, snr: 2.82
noise: Babble_156_3, start: 5358.6250 s end: 5369.1695 s, duration: 10.5445 s, snr: 11.04
noise: Knock_187_3, start: 5364.5319 s end: 5369.4843 s, duration: 4.9524 s, snr: 6.64
noise: Babble_167_2, start: 5373.3636 s end: 5393.8907 s, duration: 20.5271 s, snr: 12.10
noise: Scissors_1_3, start: 5384.7137 s end: 5403.3602 s, duration: 18.6465 s, snr: 10.53
noise: Knock_1178_2, start: 5391.5193 s end: 5396.5532 s, duration: 5.0340 s, snr: 4.45
noise: Babble_161_2, start: 5397.2961 s end: 5407.8297 s, duration: 10.5336 s, snr: 15.07
noise: Scissors_28_2, start: 5400.7105 s end: 5406.6580 s, duration: 5.9475 s, snr: 5.74
noise: Door_833_4, start: 5400.7644 s end: 5405.1869 s, duration: 4.4225 s, snr: 4.24
